Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
HEIDELBERG,HeidelbergCement India Limited,Micro Cap,Others / Diversified,INE578A01017,15-MAR-1995,EQUITY_L (beyond Nifty 500)
HEMIPROP,Hemisphere Properties India Limited,Micro Cap,Services,INE0AJG01018,22-OCT-2020,Nifty Microcap 250
HERANBA,Heranba Industries Limited,Micro Cap,Others / Diversified,INE694N01015,05-MAR-2021,EQUITY_L (beyond Nifty 500)
HERITGFOOD,Heritage Foods Limited,Micro Cap,Fast Moving Consumer Goods,INE978A01027,27-NOV-1996,Nifty Microcap 250
HESTERBIO,Hester Biosciences Limited,Micro Cap,Others / Diversified,INE782E01017,13-MAR-2015,EQUITY_L (beyond Nifty 500)
HEXAGON,Hexagon Nutrition Limited,Micro Cap,Others / Diversified,INE0JUI01012,12-JUN-2026,EQUITY_L (beyond Nifty 500)
HEXATRADEX,Hexa Tradex Limited,Micro Cap,Others / Diversified,INE750M01017,20-APR-2012,EQUITY_L (beyond Nifty 500)
HGINFRA,H.G. Infra Engineering Limited,Micro Cap,Construction,INE926X01010,09-MAR-2018,Nifty Microcap 250
HGM,HandsOn Global Management (HGM) Limited,Micro Cap,Others / Diversified,INE596H01014,27-SEP-2006,EQUITY_L (beyond Nifty 500)
HGS,Hinduja Global Solutions Limited,Micro Cap,Others / Diversified,INE170I01016,19-JUN-2007,EQUITY_L (beyond Nifty 500)
HIKAL,Hikal Limited,Micro Cap,Others / Diversified,INE475B01022,14-FEB-2001,EQUITY_L (beyond Nifty 500)
HILINFRA,Highway Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE00RL01028,12-AUG-2025,EQUITY_L (beyond Nifty 500)
HILTON,Hilton Metal Forging Limited,Micro Cap,Capital Goods & Engineering,INE788H01017,24-MAY-2007,EQUITY_L (beyond Nifty 500)
HIMATSEIDE,Himatsingka Seide Limited,Micro Cap,Others / Diversified,INE049A01027,08-FEB-1995,EQUITY_L (beyond Nifty 500)
HINDCOMPOS,Hindustan Composites Limited,Micro Cap,Others / Diversified,INE310C01029,08-MAY-1996,EQUITY_L (beyond Nifty 500)
HINDCON,Hindcon Chemicals Limited,Micro Cap,Chemicals,INE642Y01029,05-JUL-2021,EQUITY_L (beyond Nifty 500)
HINDOILEXP,Hindustan Oil Exploration Company Limited,Micro Cap,Oil Gas & Energy,INE345A01011,23-SEP-2003,EQUITY_L (beyond Nifty 500)
HINDWAREAP,Hindware Home Innovation Limited,Micro Cap,Others / Diversified,INE05AN01011,26-DEC-2019,EQUITY_L (beyond Nifty 500)
HIRECT,Hind Rectifiers Limited,Micro Cap,Others / Diversified,INE835D01023,26-DEC-2006,EQUITY_L (beyond Nifty 500)
HISARMETAL,Hisar Metal Industries Limited,Micro Cap,Metals & Mining,INE598C01011,05-JAN-2017,EQUITY_L (beyond Nifty 500)
HITECH,Hi-Tech Pipes Limited,Micro Cap,Information Technology,INE106T01025,07-MAY-2018,EQUITY_L (beyond Nifty 500)
HITECHCORP,Hitech Corporation Limited,Micro Cap,Information Technology,INE120D01012,20-DEC-2007,EQUITY_L (beyond Nifty 500)
HITECHGEAR,The Hi-Tech Gears Limited,Micro Cap,Information Technology,INE127B01011,21-JAN-2002,EQUITY_L (beyond Nifty 500)
HLEGLAS,HLE Glascoat Limited,Micro Cap,Others / Diversified,INE461D01028,09-FEB-2023,EQUITY_L (beyond Nifty 500)
HLVLTD,HLV LIMITED,Micro Cap,Others / Diversified,INE102A01024,19-JUL-1995,EQUITY_L (beyond Nifty 500)
HMAAGRO,HMA Agro Industries Limited,Micro Cap,Agriculture,INE0ECP01024,04-JUL-2023,EQUITY_L (beyond Nifty 500)
HMT,HMT Limited,Micro Cap,Others / Diversified,INE262A01018,29-AUG-2003,EQUITY_L (beyond Nifty 500)
HMVL,Hindustan Media Ventures Limited,Micro Cap,Financial Services,INE871K01015,21-JUL-2010,EQUITY_L (beyond Nifty 500)
HNDFDS,Hindustan Foods Limited,Micro Cap,FMCG & Consumer Goods,INE254N01026,06-JUN-2023,EQUITY_L (beyond Nifty 500)
HONDAPOWER,Honda India Power Products Limited,Micro Cap,Power & Renewables,INE634A01018,01-APR-2003,EQUITY_L (beyond Nifty 500)
HPAL,HP Adhesives Limited,Micro Cap,Chemicals,INE0GSL01024,27-DEC-2021,EQUITY_L (beyond Nifty 500)
HPIL,Hindprakash Industries Limited,Micro Cap,Others / Diversified,INE05X901010,07-NOV-2022,EQUITY_L (beyond Nifty 500)
HPL,HPL Electric & Power Limited,Micro Cap,Power & Renewables,INE495S01016,04-OCT-2016,EQUITY_L (beyond Nifty 500)
HTMEDIA,HT Media Limited,Micro Cap,Media & Entertainment,INE501G01024,01-SEP-2005,EQUITY_L (beyond Nifty 500)
HUBTOWN,Hubtown Limited,Micro Cap,Others / Diversified,INE703H01016,07-FEB-2007,EQUITY_L (beyond Nifty 500)
HUHTAMAKI,Huhtamaki India Limited,Micro Cap,Others / Diversified,INE275B01026,01-OCT-2004,EQUITY_L (beyond Nifty 500)
HYBRIDFIN,Hybrid Financial Services Limited,Micro Cap,Financial Services,INE965B01022,05-DEC-2022,EQUITY_L (beyond Nifty 500)
IBULLSLTD,Indiabulls Limited,Micro Cap,Others / Diversified,INE126M01010,18-AUG-2011,EQUITY_L (beyond Nifty 500)
ICDSLTD,ICDS Limited,Micro Cap,Others / Diversified,INE613B01010,17-NOV-1999,EQUITY_L (beyond Nifty 500)
ICEMAKE,Ice Make Refrigeration Limited,Micro Cap,Others / Diversified,INE520Y01019,12-OCT-2020,EQUITY_L (beyond Nifty 500)
ICIL,Indo Count Industries Limited,Micro Cap,Textiles,INE483B01026,12-SEP-2005,Nifty Microcap 250
ICRA,ICRA Limited,Micro Cap,Others / Diversified,INE725G01011,13-APR-2007,EQUITY_L (beyond Nifty 500)
IDEAFORGE,Ideaforge Technology Limited,Micro Cap,Information Technology,INE349Y01013,07-JUL-2023,EQUITY_L (beyond Nifty 500)
IFBAGRO,IFB Agro Industries Limited,Micro Cap,Agriculture,INE076C01018,03-APR-1996,EQUITY_L (beyond Nifty 500)
IFBIND,IFB Industries Limited,Micro Cap,Consumer Durables,INE559A01017,29-MAR-1995,Nifty Microcap 250
IFGLEXPOR,IFGL Refractories Limited,Micro Cap,Others / Diversified,INE133Y01011,14-NOV-2017,EQUITY_L (beyond Nifty 500)
IGARASHI,Igarashi Motors India Limited,Micro Cap,Automobile & Auto Components,INE188B01013,09-OCT-2003,EQUITY_L (beyond Nifty 500)
IGCL,Indogulf Cropsciences Limited,Micro Cap,Agriculture,INE05J901018,03-JUL-2025,EQUITY_L (beyond Nifty 500)
IGPL,IG Petrochemicals Limited,Micro Cap,Chemicals,INE204A01010,29-JAN-2007,EQUITY_L (beyond Nifty 500)
IIFLCAPS,IIFL Capital Services Limited,Micro Cap,Financial Services,INE489L01022,20-SEP-2019,Nifty Microcap 250
IITL,Industrial Investment Trust Limited,Micro Cap,Financial Services,INE886A01014,17-AUG-2010,EQUITY_L (beyond Nifty 500)
IKIO,IKIO Technologies Limited,Micro Cap,Information Technology,INE0LOJ01019,16-JUN-2023,EQUITY_L (beyond Nifty 500)
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Micro Cap,Capital Goods & Engineering,INE369I01014,25-OCT-2007,EQUITY_L (beyond Nifty 500)
IL&FSTRANS,IL&FS Transportation Networks Limited,Micro Cap,Information Technology,INE975G01012,30-MAR-2010,EQUITY_L (beyond Nifty 500)
IMAGICAA,Imagicaaworld Entertainment Limited,Micro Cap,Media & Entertainment,INE172N01012,06-APR-2015,EQUITY_L (beyond Nifty 500)
IMFA,Indian Metals & Ferro Alloys Limited,Micro Cap,Metals & Mining,INE919H01018,23-JUL-2010,Nifty Microcap 250
IMPAL,India Motor Parts and Accessories Limited,Micro Cap,Automobile & Auto Components,INE547E01014,07-OCT-2005,EQUITY_L (beyond Nifty 500)
INA,Insolation Energy Limited,Micro Cap,Others / Diversified,INE0LGX01024,09-MAR-2026,EQUITY_L (beyond Nifty 500)
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Micro Cap,FMCG & Consumer Goods,INE452L01012,01-JUL-2016,EQUITY_L (beyond Nifty 500)
INDBANK,Indbank Merchant Banking Services Limited,Micro Cap,Financial Services - Banks,INE841B01017,08-OCT-2008,EQUITY_L (beyond Nifty 500)
INDIAGLYCO,India Glycols Limited,Micro Cap,Fast Moving Consumer Goods,INE560A01023,01-JUL-2005,Nifty Microcap 250
INDIANCARD,Indian Card Clothing Company Limited,Micro Cap,Automobile & Auto Components,INE061A01014,08-JAN-1997,EQUITY_L (beyond Nifty 500)
INDIANHUME,Indian Hume Pipe Company Limited,Micro Cap,Others / Diversified,INE323C01030,30-AUG-1995,EQUITY_L (beyond Nifty 500)
INDIASHLTR,India Shelter Finance Corporation Limited,Micro Cap,Financial Services,INE922K01024,20-DEC-2023,Nifty Microcap 250
INDIGOPNTS,Indigo Paints Limited,Micro Cap,Consumer Durables,INE09VQ01012,02-FEB-2021,Nifty Microcap 250
INDIQUBE,Indiqube Spaces Limited,Micro Cap,Retail & Consumer Services,INE06ST01018,30-JUL-2025,EQUITY_L (beyond Nifty 500)
INDNIPPON,India Nippon Electricals Limited,Micro Cap,Capital Goods & Engineering,INE092B01025,07-MAY-1997,EQUITY_L (beyond Nifty 500)
INDOAMIN,Indo Amines Limited,Micro Cap,Others / Diversified,INE760F01028,29-APR-2022,EQUITY_L (beyond Nifty 500)
INDOBORAX,Indo Borax & Chemicals Limited,Micro Cap,Chemicals,INE803D01021,29-MAR-2022,EQUITY_L (beyond Nifty 500)
INDOCO,Indoco Remedies Limited,Micro Cap,Others / Diversified,INE873D01024,14-JAN-2005,EQUITY_L (beyond Nifty 500)
INDOFARM,Indo Farm Equipment Limited,Micro Cap,Capital Goods & Engineering,INE622H01018,07-JAN-2025,EQUITY_L (beyond Nifty 500)
INDORAMA,Indo Rama Synthetics (India) Limited,Micro Cap,Others / Diversified,INE156A01020,20-JUN-2003,EQUITY_L (beyond Nifty 500)
INDOSTAR,IndoStar Capital Finance Limited,Micro Cap,Financial Services,INE896L01010,21-MAY-2018,EQUITY_L (beyond Nifty 500)
INDOTECH,Indo Tech Transformers Limited,Micro Cap,Information Technology,INE332H01014,16-MAR-2006,EQUITY_L (beyond Nifty 500)
INDOTHAI,Indo Thai Securities Limited,Micro Cap,Financial Services,INE337M01021,02-NOV-2011,EQUITY_L (beyond Nifty 500)
INDOUS,Indo Us Biotech Limited,Micro Cap,Information Technology,INE250Z01010,27-SEP-2024,EQUITY_L (beyond Nifty 500)
INDOWIND,Indowind Energy Limited,Micro Cap,Power & Renewables,INE227G01018,14-SEP-2007,EQUITY_L (beyond Nifty 500)
INDPRUD,Industrial & Prudential Investment Company Limited,Micro Cap,Financial Services,INE620D01011,20-APR-2026,EQUITY_L (beyond Nifty 500)
INDRAMEDCO,Indraprastha Medical Corporation Limited,Micro Cap,Healthcare & Pharma,INE681B01017,17-APR-1997,EQUITY_L (beyond Nifty 500)
INDSWFTLAB,Ind-Swift Laboratories Limited,Micro Cap,Healthcare & Pharma,INE915B01019,02-JUL-1997,EQUITY_L (beyond Nifty 500)
INDTERRAIN,Indian Terrain Fashions Limited,Micro Cap,Textiles & Apparel,INE611L01021,11-MAR-2011,EQUITY_L (beyond Nifty 500)
INFOBEAN,InfoBeans Technologies Limited,Micro Cap,Information Technology,INE344S01016,15-JUL-2019,EQUITY_L (beyond Nifty 500)
INFOMEDIA,Infomedia Press Limited,Micro Cap,Capital Goods & Engineering,INE669A01022,12-OCT-2006,EQUITY_L (beyond Nifty 500)
INGERRAND,Ingersoll Rand (India) Limited,Micro Cap,Others / Diversified,INE177A01018,15-APR-1999,EQUITY_L (beyond Nifty 500)
INNOVACAP,Innova Captab Limited,Micro Cap,Others / Diversified,INE0DUT01020,29-DEC-2023,EQUITY_L (beyond Nifty 500)
INNOVANA,Innovana Thinklabs Limited,Micro Cap,Healthcare & Pharma,INE403Y01018,17-DEC-2024,EQUITY_L (beyond Nifty 500)
INNOVISION,Innovision Limited,Micro Cap,Others / Diversified,INE0ADB01012,23-MAR-2026,EQUITY_L (beyond Nifty 500)
INOXGREEN,Inox Green Energy Services Limited,Micro Cap,Services,INE510W01014,23-NOV-2022,Nifty Microcap 250
INOXINDIA,INOX India Limited,Micro Cap,Capital Goods,INE616N01034,21-DEC-2023,Nifty Microcap 250
INSECTICID,Insecticides (India) Limited,Micro Cap,Chemicals,INE070I01018,30-MAY-2007,EQUITY_L (beyond Nifty 500)
INSPIRISYS,Inspirisys Solutions Limited,Micro Cap,Others / Diversified,INE020G01017,30-OCT-2006,EQUITY_L (beyond Nifty 500)
INTENTECH,Intense Technologies Limited,Micro Cap,Information Technology,INE781A01025,23-MAR-2017,EQUITY_L (beyond Nifty 500)
INTERARCH,Interarch Building Solutions Limited,Micro Cap,Construction & Infrastructure,INE00M901018,26-AUG-2024,EQUITY_L (beyond Nifty 500)
INTLCONV,International Conveyors Limited,Micro Cap,Others / Diversified,INE575C01027,16-SEP-2021,EQUITY_L (beyond Nifty 500)
INVENTURE,Inventure Growth & Securities Limited,Micro Cap,Financial Services,INE878H01024,04-AUG-2011,EQUITY_L (beyond Nifty 500)
INVPRECQ,Investment & Precision Castings Limited,Micro Cap,Financial Services,INE155E01016,20-APR-2026,EQUITY_L (beyond Nifty 500)
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE485C01029,08-NOV-2010,EQUITY_L (beyond Nifty 500)
IONEXCHANG,ION Exchange (India) Limited,Micro Cap,Utilities,INE570A01022,22-FEB-2022,Nifty Microcap 250
IPL,India Pesticides Limited,Micro Cap,Chemicals,INE0D6701023,05-JUL-2021,EQUITY_L (beyond Nifty 500)
IRIS,IRIS RegTech Solutions Limited,Micro Cap,Information Technology,INE864K01010,08-NOV-2021,EQUITY_L (beyond Nifty 500)
IRISDOREME,Iris Clothings Limited,Micro Cap,Textiles & Apparel,INE01GN01025,22-FEB-2021,EQUITY_L (beyond Nifty 500)
IRMENERGY,IRM Energy Limited,Micro Cap,Others / Diversified,INE07U701015,26-OCT-2023,EQUITY_L (beyond Nifty 500)
ISFT,Intrasoft Technologies Limited,Micro Cap,Information Technology,INE566K01011,12-APR-2010,EQUITY_L (beyond Nifty 500)
ISGEC,Isgec Heavy Engineering Limited,Micro Cap,Capital Goods & Engineering,INE858B01029,05-MAY-2021,EQUITY_L (beyond Nifty 500)
ISHANCH,Ishan Dyes and Chemicals Limited,Micro Cap,Chemicals,INE561M01018,24-MAR-2025,EQUITY_L (beyond Nifty 500)
ITDC,India Tourism Development Corporation Limited,Micro Cap,Retail & Consumer Services,INE353K01014,30-DEC-2016,EQUITY_L (beyond Nifty 500)
IVALUE,Ivalue Infosolutions Limited,Micro Cap,Others / Diversified,INE056801025,25-SEP-2025,EQUITY_L (beyond Nifty 500)
IVC,IL&FS Investment Managers Limited,Micro Cap,Financial Services,INE050B01023,15-SEP-1999,EQUITY_L (beyond Nifty 500)
IVP,IVP Limited,Micro Cap,Others / Diversified,INE043C01018,13-SEP-1995,EQUITY_L (beyond Nifty 500)
IWP,The Indian Wood Products Company Limited,Micro Cap,Others / Diversified,INE586E01020,20-APR-2026,EQUITY_L (beyond Nifty 500)
IXIGO,Le Travenues Technology Limited,Micro Cap,Consumer Services,INE0HV901016,18-JUN-2024,Nifty Microcap 250
IZMO,IZMO Limited,Micro Cap,Others / Diversified,INE848A01014,05-FEB-2007,EQUITY_L (beyond Nifty 500)
JAGRAN,Jagran Prakashan Limited,Micro Cap,Others / Diversified,INE199G01027,22-FEB-2006,EQUITY_L (beyond Nifty 500)
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE048B01035,01-MAR-2000,EQUITY_L (beyond Nifty 500)
JAIBALAJI,Jai Balaji Industries Limited,Micro Cap,Metals & Mining,INE091G01026,09-DEC-2003,Nifty Microcap 250
JAICORPLTD,Jai Corp Limited,Micro Cap,Others / Diversified,INE070D01027,26-NOV-1997,EQUITY_L (beyond Nifty 500)
JAIPURKURT,Nandani Creation Limited,Micro Cap,Others / Diversified,INE696V01013,02-SEP-2021,EQUITY_L (beyond Nifty 500)
JAMNAAUTO,Jamna Auto Industries Limited,Micro Cap,Automobile and Auto Components,INE039C01032,10-DEC-2010,Nifty Microcap 250
JARO,Jaro Institute of Technology Management and Research Limited,Micro Cap,Information Technology,INE00YJ01010,30-SEP-2025,EQUITY_L (beyond Nifty 500)
JASH,Jash Engineering Limited,Micro Cap,Capital Goods & Engineering,INE039O01029,30-OCT-2019,EQUITY_L (beyond Nifty 500)
JAYAGROGN,Jayant Agro Organics Limited,Micro Cap,Agriculture,INE785A01026,17-APR-1996,EQUITY_L (beyond Nifty 500)
JAYBARMARU,Jay Bharat Maruti Limited,Micro Cap,Others / Diversified,INE571B01036,03-JAN-1996,EQUITY_L (beyond Nifty 500)
JAYKAY,Jaykay Enterprises Limited,Micro Cap,Information Technology,INE903A01025,03-DEC-2025,EQUITY_L (beyond Nifty 500)
JAYNECOIND,Jayaswal Neco Industries Limited,Micro Cap,Capital Goods,INE854B01010,10-MAY-1995,Nifty Microcap 250
JAYSREETEA,Jayshree Tea & Industries Limited,Micro Cap,FMCG & Consumer Goods,INE364A01020,15-FEB-1995,EQUITY_L (beyond Nifty 500)
JETFREIGHT,Jet Freight Logistics Limited,Micro Cap,Logistics & Transportation,INE982V01025,21-DEC-2021,EQUITY_L (beyond Nifty 500)
JGCHEM,J.G.Chemicals Limited,Micro Cap,Chemicals,INE0MB501011,13-MAR-2024,EQUITY_L (beyond Nifty 500)
JHS,JHS Svendgaard Laboratories Limited,Micro Cap,Healthcare & Pharma,INE544H01014,21-OCT-2006,EQUITY_L (beyond Nifty 500)
JINDALPHOT,Jindal Photo Limited,Micro Cap,Others / Diversified,INE796G01012,07-APR-2005,EQUITY_L (beyond Nifty 500)
JINDALPOLY,Jindal Poly Films Limited,Micro Cap,Media & Entertainment,INE197D01010,21-JAN-2002,EQUITY_L (beyond Nifty 500)
JINDRILL,Jindal Drilling And Industries Limited,Micro Cap,Others / Diversified,INE742C01031,22-DEC-2006,EQUITY_L (beyond Nifty 500)
JINDWORLD,Jindal Worldwide Limited,Micro Cap,Others / Diversified,INE247D01039,25-NOV-2010,EQUITY_L (beyond Nifty 500)
JISLDVREQS,Jain Irrigation Systems Limited,Micro Cap,Information Technology,IN9175A01010,30-NOV-2011,EQUITY_L (beyond Nifty 500)
JISLJALEQS,Jain Irrigation Systems Limited,Micro Cap,Information Technology,INE175A01038,13-AUG-2001,EQUITY_L (beyond Nifty 500)
JITFINFRA,JITF Infralogistics Limited,Micro Cap,Construction & Infrastructure,INE863T01013,27-FEB-2017,EQUITY_L (beyond Nifty 500)
JKIL,J.Kumar Infraprojects Limited,Micro Cap,Construction & Infrastructure,INE576I01022,12-FEB-2008,EQUITY_L (beyond Nifty 500)
JKIPL,Jinkushal Industries Limited,Micro Cap,Others / Diversified,INE1FF001016,03-OCT-2025,EQUITY_L (beyond Nifty 500)
JKLAKSHMI,JK Lakshmi Cement Limited,Micro Cap,Construction Materials,INE786A01032,19-JUN-2006,Nifty Microcap 250
JKPAPER,JK Paper Limited,Micro Cap,Forest Materials,INE789E01012,16-JUN-2005,Nifty Microcap 250
JLHL,Jupiter Life Line Hospitals Limited,Micro Cap,Healthcare,INE682M01012,18-SEP-2023,Nifty Microcap 250
JMA,Jullundur Motor Agency (Delhi) Limited,Micro Cap,Automobile & Auto Components,INE412C01023,16-MAR-2015,EQUITY_L (beyond Nifty 500)
JNKINDIA,JNK India Limited,Micro Cap,Others / Diversified,INE0OAF01028,30-APR-2024,EQUITY_L (beyond Nifty 500)
JOCIL,Jocil Limited,Micro Cap,Others / Diversified,INE839G01010,08-OCT-2008,EQUITY_L (beyond Nifty 500)
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Micro Cap,Financial Services,INE147P01019,11-NOV-2013,EQUITY_L (beyond Nifty 500)
JSFB,Jana Small Finance Bank Limited,Micro Cap,Financial Services,INE953L01027,14-FEB-2024,Nifty Microcap 250
JSLL,Jeena Sikho Lifecare Limited,Micro Cap,Consumer Services,INE0J5801029,11-AUG-2025,Nifty Microcap 250
JSWHL,JSW Holdings Limited,Micro Cap,Others / Diversified,INE824G01012,21-JUN-2005,EQUITY_L (beyond Nifty 500)
JTEKTINDIA,Jtekt India Limited,Micro Cap,Others / Diversified,INE643A01035,12-JAN-2004,EQUITY_L (beyond Nifty 500)
JTLIND,JTL INDUSTRIES LIMITED,Micro Cap,Others / Diversified,INE391J01032,12-JUN-2023,EQUITY_L (beyond Nifty 500)
JUBLCPL,Jubilant Agri and Consumer Products Limited,Micro Cap,FMCG & Consumer Goods,INE03CC01015,14-FEB-2025,EQUITY_L (beyond Nifty 500)
JUNIPER,Juniper Hotels Limited,Micro Cap,Retail & Consumer Services,INE696F01016,28-FEB-2024,EQUITY_L (beyond Nifty 500)
JUSTDIAL,Just Dial Limited,Micro Cap,Consumer Services,INE599M01018,05-JUN-2013,Nifty Microcap 250
JYOTHYLAB,Jyothy Labs Limited,Micro Cap,Fast Moving Consumer Goods,INE668F01031,19-DEC-2007,Nifty Microcap 250
JYOTISTRUC,Jyoti Structures Limited,Micro Cap,Others / Diversified,INE197A01024,19-JUL-1995,EQUITY_L (beyond Nifty 500)
KABRAEXTRU,Kabra Extrusion Technik Limited,Micro Cap,Information Technology,INE900B01029,06-SEP-1995,EQUITY_L (beyond Nifty 500)
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Micro Cap,FMCG & Consumer Goods,INE437B01014,13-DEC-1995,EQUITY_L (beyond Nifty 500)
KALAMANDIR,Sai Silks (Kalamandir) Limited,Micro Cap,Textiles & Apparel,INE438K01021,27-SEP-2023,EQUITY_L (beyond Nifty 500)
KALPATARU,Kalpataru Limited,Micro Cap,Others / Diversified,INE227J01012,01-JUL-2025,EQUITY_L (beyond Nifty 500)
KALYANI,Kalyani Commercials Limited,Micro Cap,Others / Diversified,INE610E01010,13-FEB-2017,EQUITY_L (beyond Nifty 500)
KALYANIFRG,Kalyani Forge Limited,Micro Cap,Others / Diversified,INE314G01014,20-DEC-2007,EQUITY_L (beyond Nifty 500)
KAMAHOLD,Kama Holdings Limited,Micro Cap,Others / Diversified,INE411F01010,20-APR-2026,EQUITY_L (beyond Nifty 500)
KAMATHOTEL,Kamat Hotels (I) Limited,Micro Cap,Retail & Consumer Services,INE967C01018,29-MAY-1996,EQUITY_L (beyond Nifty 500)
KAMDHENU,Kamdhenu Limited,Micro Cap,Others / Diversified,INE390H01020,09-MAY-2006,EQUITY_L (beyond Nifty 500)
KAMOPAINTS,Kamdhenu Ventures Limited,Micro Cap,Financial Services,INE0BTI01037,24-JAN-2023,EQUITY_L (beyond Nifty 500)
KANANIIND,Kanani Industries Limited,Micro Cap,Others / Diversified,INE879E01037,14-DEC-2011,EQUITY_L (beyond Nifty 500)
KANCHI,Kanchi Karpooram Limited,Micro Cap,Others / Diversified,INE081G01019,20-APR-2026,EQUITY_L (beyond Nifty 500)
KANORICHEM,Kanoria Chemicals & Industries Limited,Micro Cap,Chemicals,INE138C01024,08-FEB-1995,EQUITY_L (beyond Nifty 500)
KANPRPLA,Kanpur Plastipack Limited,Micro Cap,Others / Diversified,INE694E01014,01-JAN-2021,EQUITY_L (beyond Nifty 500)
KANSAINER,Kansai Nerolac Paints Limited,Micro Cap,Consumer Durables,INE531A01024,15-SEP-2003,Nifty Microcap 250
KAPSTON,Kapston Services Limited,Micro Cap,Others / Diversified,INE542Z01028,27-MAY-2020,EQUITY_L (beyond Nifty 500)
KARMAENG,Karma Energy Limited,Micro Cap,Others / Diversified,INE725L01011,28-JUN-2011,EQUITY_L (beyond Nifty 500)
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Micro Cap,Construction & Infrastructure,INE234I01028,14-DEC-2007,EQUITY_L (beyond Nifty 500)
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,Micro Cap,Information Technology,INE641C01019,29-JAN-2008,EQUITY_L (beyond Nifty 500)
KAYA,Kaya Limited,Micro Cap,Others / Diversified,INE587G01015,14-AUG-2015,EQUITY_L (beyond Nifty 500)
KCP,KCP Limited,Micro Cap,Others / Diversified,INE805C01028,09-APR-1997,EQUITY_L (beyond Nifty 500)
